unitat_funcional_gestora_organic_,tipologia_contracte,numero_de_lexpedient,exercici_de_lexpedient,objecte_del_contracte,import_dadjudicacio_amb_iva,data_inici_execucio,data_fi_execucio,denominacio_empresa_adjudicataria,nif_empresa_adjudicataria
Districte de Gràcia,Serveis,22001427,2022,Redacció projecte de refugi antiaeri pl. Revolució,9014.5,2022-04-29,2022-06-29,"QUERALT SUAU, SL",B05455944
Districte de Nou Barris,Serveis,22002152,2022,ACTUACIONS MUSICALS - SAY IT LOUD,18137.9,2022-06-22,2022-08-22,QUESONI SERV. INTEGR. ESPECTAC,F66683228
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22001378,2022,Coordinació producció de la Festa de la Ciència,18089.5,2022-04-27,2022-06-03,QWERTY S.C.C.L.,F62775689
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22001988,2022,Subm. vestits protecció química+FFP3 SPCPEIS,18012.06,2022-06-14,2022-12-31,RAMOS SERVICIOS TECNICOS Y SUM,B80200157
Districte de Sant Andreu,Obres,22001966,2022,Millores per usuaris biblioteca J. Barbero,42318.72,2022-06-07,2022-12-31,REALSER HOMES SL,B16713364
Districte de Sant Andreu,Subministraments,22001999,2022,Ampliació switch i antenes GUB i Espai Garcilaso,17952.43,2022-06-17,2022-08-19,"REDICTEL INSTALACIONES, SL",B61813473
Districte de Sarrià - Sant Gervasi,Serveis,22002170,2022,Rev. i identificació de línies de telf analògiques,1996.5,2022-06-29,2022-12-31,"REDICTEL INSTALACIONES, SL",B61813473
Districte de Sants-Montjuïc,Serveis,22001166,2022,Dinamització grup treball Educació comunitària,13500.0,2022-09-01,2023-07-31,"REFLEXES, S.C.C.L.",F66351693
Districte de Sants-Montjuïc,Serveis,22001299,2022,Dinamització del pati escola Mossèn J. Verdaguer,3755.47,2022-04-29,2022-12-31,RELLEU CULTURAL S.L.,B66987769
Districte de Sant Andreu,Serveis,22002278,2022,Suport infants amb dificultats barris Franja Besòs,5470.08,2022-07-01,2022-12-31,RELLEU CULTURAL S.L.,B66987769
Districte de Les Corts,Serveis,22001410,2022,TRACTAMENT TÈRMITS CENTRE CÍVIC JOAN OLIVER,345.54,2022-04-27,2022-12-16,RENTOKIL INITIAL ESPAÑA SA,A28767671
Districte de Sants-Montjuïc,Serveis,22001079,2022,Manteniment fotocopiadores RICOH Seu,12329.9,2022-05-05,2022-12-31,RICOH ESPAÑA SLU,B82080177
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001439,2022,Manteniment i copies fotocopiadores RICOH,17059.68,2022-05-04,2022-12-31,RICOH ESPAÑA SLU,B82080177
Districte d' Horta-Guinardó,Serveis,22001702,2022,lloguer fot. B.Can Mariner i CC Matas i Ramis,207.88,2022-06-01,2022-07-31,RICOH ESPAÑA SLU,B82080177
Gerència Persones i Desenv. Organitzatiu,Serveis,22001208,2022,Assessorament Jurídic Laboral,5953.2,,,ROCA JUNYENT S.L.P.,B60985421
Districte de Sant Andreu,Serveis,22001662,2022,"LEGALITZACIÓ INSTAL. DE CLIMA LOCAL BISCAIA, 402",2280.85,2022-05-18,2022-08-18,ROVIJ ASOCIADOS SL,B59200550
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22001137,2022,Interpretació de l'himne del Poble Gitano,550.0,2022-04-04,2022-04-29,RROMANE SIKLYOVNE (ASS. JOVES,G65688780
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001698,2022,Instal·lació Sistema Detecció CSS Ciutat Meridiana,5951.05,2022-06-01,2022-12-31,SABICO SEGURIDAD SA,A20202487
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001227,2022,Inspec.i reparac. puntuals de 4 SAI de GUB i GSiP.,10559.91,,2022-12-31,"SALICRU, S.A.",A08435356
Districte de Nou Barris,Serveis,22001881,2022,SUBM. I COL.LOCACIO NOVA PLANTACIO PARC AQÜEDUCTE,18149.6,2022-06-01,2022-09-02,"SANTÍN JARDINERIA I PAISATGE,",B58805904
Gerència de Pressupostos i Hisenda,Serveis,22001582,2022,Integració sistema Copèrnic amb SAP Patrimoni,17908.0,,,SAPGRADE S.L.,B01475029
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001548,2022,Assistencia tecnica TICs Parc Bombers ZF,7387.05,2022-05-14,2022-06-30,SAYOS & CARRERA SL,B60900214
Districte de Sants-Montjuïc,Serveis,22001774,2022,Organització acte La Bordeta en Dansa 2022,11000.0,2022-09-01,2022-09-30,SECRET.D'ENTIT.SANTS-HOSTAFRAN,G58186180
Gerència de Recursos,Serveis,22001280,2022,Serveis avaluació director gral Fundacio Mobile,18149.99,2022-04-28,2022-12-31,"SEELIGER Y CONDE, S.L.",B59060558
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22001813,2022,Seguretat i vigilància Festa de la Ciència,10354.55,2022-05-26,2022-05-30,SEGURIDAD PREVENTIVA CUATRO SL,B62738828
Gerència de Mobilitat i Infraestructures,Serveis,22001834,2022,ACOMPANYAMENT EN LA GESTIÓ PROJECTE EIT URBAN MOBI,16940.0,2022-06-17,2022-12-31,SEIDOR CONSULTING SL,B62076740
Districte de Ciutat Vella,Obres,22001660,2022,Pintura senyalitica parades fires tradicionals CV,3358.48,,,"SEñALIZACIONES JICA, S.A.",A59334680
Districte de Ciutat Vella,Obres,22001945,2022,Campanya sensibilització normativa VMP Casc Antic,1536.34,2022-06-15,2022-07-31,"SEñALIZACIONES JICA, S.A.",A59334680
Districte de Nou Barris,Serveis,22001656,2022,SUPORT AUXILIARS DE VIGILÀNCIA CRUCES DE MAYO,1887.6,2022-05-17,2022-06-17,"SENTRY CECS, S.L.",B58451352
Districte de Nou Barris,Serveis,22001658,2022,SUPORT VIGILÀNCIA ACTE CULTURAL A LA GUINEUETA,2595.45,2022-05-17,2022-06-17,SENTRY SERV.SEG.INTEGRAL Y PRI,B59925925
Districte de Nou Barris,Subministraments,22001974,2022,PROTECCIÓ MÀQUINA FRESADORA ATENEU FABRICACIÓ CM,10798.77,2022-07-01,2022-09-30,"SERMANT 2001, SCCL",F62659560
Districte de Nou Barris,Serveis,22001383,2022,REPARACIÓ RENTAPLATS JEMI C.C. CAN VERDAGUER,95.59,2022-04-28,2022-05-27,SERV. ASISTENCIA TÉCNICA ELBA,B63795306
Districte d' Horta-Guinardó,Obres,22001506,2022,G - Àrea esbarjo gossos jard. Frederica Montseny,32060.52,2022-05-25,2022-06-25,SERV. INTEGRALS MANTENIMENT RU,A60744216
Districte de Sant Andreu,Obres,22001869,2022,TRASLLAT PROVISIONAL PISTES PETANCA FABRA & COATS,23951.28,2022-06-02,2022-09-02,SERV. INTEGRALS MANTENIMENT RU,A60744216
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22001397,2022,Serveis tècnics per a Palo Alto i Cibernarium,15549.01,,,"SERVEIS DEL ESPECTACLE FOCUS,",A58116369
Districte de Nou Barris,Subministraments,22001824,2022,IL·UMINACIÓ I SONORITZACIÓ EXTRAORDINÀRIA,17544.88,2022-05-27,2022-12-31,"SERVEIS DEL ESPECTACLE FOCUS,",A58116369
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001831,2022,Informe Estudi de la evolució dels ajuts habitatge,5376.76,2022-06-01,2022-06-15,SERVEIS I COMPLEMENTS INFRAEST,B60432259
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001843,2022,Actualització informe indicadors socials districte,17154.41,2022-05-30,2022-07-31,SERVEIS I COMPLEMENTS INFRAEST,B60432259
Districte de Sant Martí,Obres,22001746,2022,Obres vestidors Guardia Urbana,46964.47,2022-06-01,2022-08-31,SERVICIOS E INSTALACIONES ALDA,B61563169
Districte de Sant Andreu,Obres,22002036,2022,CONJUNT D'ACT EQUIP SEGUIMENT PRL RISCOS ALTS,47728.99,2022-06-13,2022-12-31,SERVICIOS E INSTALACIONES ALDA,B61563169
Districte de Sant Andreu,Obres,22002041,2022,"ADEQUACIO CC BON PASTOR PROTECCIO, COBERTA I VIDRE",19059.17,2022-06-13,2022-12-31,SERVICIOS E INSTALACIONES ALDA,B61563169
Districte de Nou Barris,Serveis,22001659,2022,TREBALLS ADEQUACIÓ DIVERSOS ESPAIS A LA BÒBILA,15961.74,2022-05-20,2022-07-25,SERVICIOS GENERALES DE DECORAC,B58709379
Districte de Les Corts,Subministraments,22001032,2022,SUBMIN. DE 3 ESTACIONS DE TREBALL I 4 DOCKSTATION,4755.14,2022-04-08,2022-05-31,SERVICIOS MICROINFORMATICA SA,A25027145
"Ger. Àrea Ag.2030, Trans Dig i Esports",Subministraments,22001416,2022,Compra material informatic no inventariable,2823.23,,,SERVICIOS MICROINFORMATICA SA,A25027145
Districte de Sant Martí,Subministraments,22002204,2022,Subministrament bateria toshiba per a portàtil,184.57,2022-06-28,2022-07-27,SERVICIOS MICROINFORMATICA SA,A25027145
Gerència de Recursos,Subministraments,22001437,2022,Subminist estanteries industrials magatzem municip,6048.79,,,"SERVISTOCK, S.L.",B58276361
Districte de Nou Barris,Serveis,22001111,2022,ASS. TEC. DE I CSS 4 PROJECTES MANTENIMENT VP 9B,15125.0,2022-04-05,2022-12-31,"SGS TECNOS, S.A.",A28345577
Districte de Nou Barris,Serveis,22001173,2022,PROJ RED DO 2 PROJ DE MANTENIMENT VP DTE 9 BARRIS,10164.0,2022-04-06,2022-09-09,"SGS TECNOS, S.A.",A28345577
Districte de Les Corts,Serveis,22001587,2022,AVALUA. SEGURETAT EQUIPS TREBALL ATENEU FABRICACIÓ,2461.14,2022-05-11,2222-08-31,"SGS TECNOS, S.A.",A28345577
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001707,2022,"Auditoria d'esquerdes Edifici C/Guàrdia Urbana,8",4065.6,2022-05-25,2022-12-31,"SGS TECNOS, S.A.",A28345577
Districte de Gràcia,Serveis,22001650,2022,Dinamització i assessorament comerç Coll Amunt,17508.7,2022-05-17,2022-12-31,SIGMA SERVICIOS PROFESIONALES,B63747414
Districte de Ciutat Vella,Serveis,22001854,2022,Serv. suport al comerç divers,9749.27,2022-05-27,2022-06-01,SIGMA SERVICIOS PROFESIONALES,B63747414
Gerència d'Area d'Ecologia Urbana,Serveis,22001925,2022,Asses. jurídic Ordenança zona baixes emissions,17968.5,2022-06-20,2022-12-31,SINERGIA ENERGIA DRET MEDI AMB,B67007237
Districte de Nou Barris,Serveis,22001729,2022,ADEQUACIÓ AUDIOVISUALS SALA ACTES 2 CENTRES NB,4610.1,2022-05-20,2022-07-22,SIOL TECNOLOGIA SL,B63916340
Gerència de Mobilitat i Infraestructures,Subministraments,22001724,2022,Sub. maquinari (muntatge i inst. Sistema operatiu),4331.8,2022-06-01,2022-11-01,"SIVICOM ENGINEERING, SL",B66854001
"Ger. Àrea Economia, Recursos i Prom.Eco",Serveis,22001198,2022,Serveis de suport i reforç valoracions,8615.2,,,"SM, SISTEMAS MEDIOAMBIENTALES,",B61461810
Gerència Medi Ambient i Serveis Urbans,Serveis,22001492,2022,Avaluació i anàlisis projectes emergènciaclimàtica,14603.49,2022-05-19,2022-08-18,"SM, SISTEMAS MEDIOAMBIENTALES,",B61461810
Districte d' Horta-Guinardó,Serveis,22000886,2022,Manteniment SAIS,4381.41,2022-04-12,2022-12-31,SOCOMEC IBERICA SA,A60107521
Districte de l'Eixample,Subministraments,22001201,2022,Manteniment dels equips SAIs,2137.32,,,SOCOMEC IBERICA SA,A60107521
Districte de Les Corts,Subministraments,22001258,2022,SUBMIN. I INSTAL. SAI GUB Districte de les Corts,2855.6,2022-04-11,2022-05-16,SOCOMEC IBERICA SA,A60107521
Districte de Les Corts,Serveis,22001642,2022,MANTENIMENT EQUIPS SAI'S DEL DTE. DE LES CORT,4377.78,2022-05-13,2023-05-13,SOCOMEC IBERICA SA,A60107521
Districte de Les Corts,Subministraments,22002164,2022,SUBMINIST. I SUBST. BATERIES SAI DTE. DE LES CORTS,1510.08,2022-06-17,2022-07-15,SOCOMEC IBERICA SA,A60107521
Districte de Nou Barris,Serveis,22001693,2022,REDAC. PROJ. ADEQUACIÓ LOCAL C/ CAMPRECIÓS 2.,13285.8,2022-05-17,2022-10-21,SOLDEVILA SOLDEVILA SOLDEVILA,B64906811
Gerència de Mobilitat i Infraestructures,Serveis,22001916,2022,Formació en Accessibilitat a la via pública segons,540.0,2022-06-27,2022-07-28,"SOMHABITAT, S.C.C.L.",F05387121
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22001697,2022,Animacions campanyes digitals Departament,1706.1,2022-05-24,2022-07-31,"SOON IN TOKYO, S.L",B64961287
Districte de Nou Barris,Obres,22001632,2022,OBRES MANTENIM. INTEGRAL ZONES VIANANTS C/ GASELA,48374.0,2022-05-17,2022-07-18,"SORIGUÉ, S.A.",A25007832
Districte de Les Corts,Serveis,22001747,2022,PRODUCCIÓ DE PECES AUDIOVISUALS I FOTOGRAFIES DTE,7937.6,2022-05-20,2022-10-31,SORTKAT ESTUDIOS S.L.,B62731039
Gerència Medi Ambient i Serveis Urbans,Serveis,22001328,2022,Manteniment del software CADNAA,5098.94,2022-05-04,2022-12-05,SOUND OF NUMBERS SL,B27722404
"Ger. Drets Socials, Just. Global, Femini",Serveis,22002107,2022,Anàlisi i necessitats de s.m. persones sense llar,16269.66,2022-06-15,2022-09-16,SPORA SINERGIES SCCL,F63912240
Districte de Ciutat Vella,Serveis,22001127,2022,Serv. suport Pla d’Acció Intercultural _abril-juny,11283.25,2022-04-01,2022-06-30,SPORA SINERGIES SCCL,F63912240
Districte de Nou Barris,Serveis,22002244,2022,DIREC. CAL.LESTENIA ZONA CENTRAL VIA FAVENCIA,8500.25,2022-07-01,2022-10-03,STRADDLE3 CONSTRUCTORS SL,B62051826
Districte de Nou Barris,Serveis,22001583,2022,LLOGUER CONSTRUCCIÓ MODULARS PER A VESTIDORS GU,11400.62,2022-08-01,2023-07-31,"SUBMINISTRES INDUSTRIALS S.M.,",B61855789
Districte de Gràcia,Serveis,22001754,2022,Visites guiades guarnits FM i refugi pl. Diamant,1331.0,2022-08-01,2022-08-21,SUBTIL.COMINICACIO I ACCESIBIL,J64963390
Gerència de Mobilitat i Infraestructures,Serveis,22001853,2022,Plaques fotovoltaiques coberta ventilació R. Litor,5130.4,2022-06-08,2022-10-07,SULMAG 40 S.L.,B65708976
Gerència de Mobilitat i Infraestructures,Serveis,22001856,2022,Plaques fotovoltaiques pèrgoles Camp de la Bota,15548.5,2022-06-08,2022-10-07,SULMAG 40 S.L.,B65708976
Gerència de Mobilitat i Infraestructures,Serveis,22001857,2022,Plaques fotovoltaiques Mur Litoral Bac de Roda,9226.25,2022-06-08,2022-10-07,SULMAG 40 S.L.,B65708976
Gerència de Mobilitat i Infraestructures,Serveis,22001858,2022,Plaques fotovoltaiques  Mur Litoral Josep Pla,11676.5,2022-06-08,2022-10-07,SULMAG 40 S.L.,B65708976
Gerència de Mobilitat i Infraestructures,Serveis,22001859,2022,Plaques fotovoltaiques a la plaça de les Drassanes,12221.0,2022-06-08,2022-10-07,SULMAG 40 S.L.,B65708976
Districte de l'Eixample,Serveis,22002309,2022,Redac.proj plaques fotovoltaica Pl A.Lizaran,4719.0,,,SULMAG 40 S.L.,B65708976
Gerència de Recursos,Serveis,22002086,2022,SERVEI ASSESSORAMENT PROJECTES DIGITALS,17787.0,,,"SUMMA COMUNICACIO, SA",A58933581
Districte de Sarrià - Sant Gervasi,Subministraments,22001994,2022,18 torretes publicitàries,4660.92,2022-06-13,2023-02-28,"SUNDIS, S.A.",A08652828
Gerència de l'Arquitecte en Cap,Serveis,22001169,2022,Impressió lones expo Superilla Barcelona,15004.0,2022-04-07,2022-06-08,"SUNDIS, S.A.",A08652828
Districte de l'Eixample,Serveis,22002030,2022,DF Obres instal.l electriques altell Seu Dte 02,9302.02,2022-06-10,2022-12-31,"TABER MANAGEMENT, S.L.",B66157546
Districte de Nou Barris,Obres,22001110,2022,OBRES DESBROSSAMENT PARCEL·LES ZONA NORD 9B,47946.25,2022-04-14,2022-09-16,"TALHER, S.A.",A08602815
Districte de Les Corts,Serveis,22001870,2022,REDACCIÓ PROJECTE EXECUTIU PAVIMENT CARDENAL REIG,12705.0,2022-05-30,2022-06-30,TALLER ARQUITECTURA NINKASI 78,B67402917
Districte d' Horta-Guinardó,Serveis,22001645,2022,CANVI DE NOM INSTAL·LACIÓ ESPORTIVA,229.9,2022-05-25,2022-12-31,TALLER DE CULTURA S.L.,B62436738
Districte d' Horta-Guinardó,Serveis,22001318,2022,La Botigueta. Espectacle sobre consum responsable,1331.0,2022-04-27,2022-05-31,TANAKA TEATRE SCP,J65139974
Gerència de l'Arquitecte en Cap,Subministraments,22001382,2022,Estructures subjecció lones,15609.0,2022-05-05,2022-07-06,TANQUES PER A LA PUBLICITAT EX,B62415419
Districte de Ciutat Vella,Serveis,22002066,2022,"Serv. dinamit. lúdica Gòtic, CAntic i Barceloneta",14649.12,2022-06-14,2022-08-31,TATA INTI S.C.C.L,F67303156
"Ger. Drets Socials, Just. Global, Femini",Serveis,22001478,2022,Auditoria tècnica de Centres de Serveis Socials,17978.18,2022-05-06,2022-12-31,TBA FACILITIES SL,B65438186
Districte de Nou Barris,Obres,22001109,2022,OBRES DESBROSSAMENT SOLARS MUNICIPALS NOU BARRIS,48279.0,2022-04-05,2022-12-31,TEB-VERD SCCL,F63880678
Districte de Sant Andreu,Serveis,22001952,2022,Desbrossada solars municipals entorns CEIP E. Bota,2164.69,2022-06-06,2022-07-04,TEB-VERD SCCL,F63880678
Gerència d’Innovació i Transició Digital,Serveis,22001463,2022,Assessorament i suport estratègic convocatòries,17666.0,,,"TECHFORCE, SL",B62821152
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22001990,2022,Subm. vestits trilaminats/navegació rescat SPCPEIS,12526.62,2022-06-14,2022-12-31,TECHNICAL DRYSUIT ARTIC,B65861858
Districte de Sant Martí,Serveis,22001231,2022,Manteniment de desfibril·ladors,932.0,2022-04-09,2022-07-08,TECHNOLOGY 2050 S.L.,B66071143
Districte de Sant Martí,Subministraments,22001249,2022,Arrendament de desfibril·ladors,932.0,2022-04-09,2022-07-08,TECHNOLOGY 2050 S.L.,B66071143
Districte de Gràcia,Obres,22001872,2022,Obres d'enllumenat bar del Centre cívic la Sedeta,21716.23,2022-05-31,2022-12-31,TECNOGECA SL,B61344446
Gerència de Recursos,Obres,22001703,2022,Obres habilitació aparc bicicletes soterrani Nou,43123.55,,,TEISER MATENIMENTS SL,B65887184
Districte de Gràcia,Serveis,22001655,2022,Programa d’activitats entorn comercial Abaceria,17175.95,2022-05-17,2022-12-31,THE CLOUD ART FACTORY SL,B66588815
Gerència de Mobilitat i Infraestructures,Serveis,22001415,2022,Microxarxa de mobilitat escolar sostenible,8167.5,2022-05-04,2022-10-03,"THIGIS SERVEIS AMBIENTALS, SL",B65655144
Gerència de Mobilitat i Infraestructures,Serveis,22002032,2022,Microxarxa mobilitat Acompanyament,16335.0,2022-06-17,2023-03-18,"THIGIS SERVEIS AMBIENTALS, SL",B65655144
Gerència de Recursos,Subministraments,22001880,2022,Compra de 340 llibres “Las ciudades de Machado”,4579.12,,,TIEMPO DE LETRAS SL,B93386688
Districte de l'Eixample,Subministraments,22002212,2022,Subministrament de cabines sanitàries i urinaris,6043.95,,,TOI TOI SANITARIOS MOVILES SA,A62518121
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001926,2022,Arranjament elements protecció galeries de tir GUB,14731.75,2022-06-10,2022-12-31,"TRADESEGUR, S.A.",A80015506
Gerència d'Area d'Ecologia Urbana,Obres,22002037,2022,Obres de connectivitat FOM Viver,41697.57,2022-06-17,2022-09-18,TRADIA TELECOM SA,A61902045
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22001085,2022,Adquisició router i tasques parametrització Tàpies,12221.0,2022-04-08,2022-09-30,TRADIA TELECOM SA,A61902045
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001609,2022,INSTAL FO GUB I SPCPEIS ZONA FRANCA,18103.12,,2022-06-30,TRADIA TELECOM SA,A61902045
"Ger. Drets Socials, Just. Global, Femini",Obres,22001784,2022,Obra Civil Canalització Connexió d’Allotjaments,5993.6,2022-05-26,2022-12-31,TRADIA TELECOM SA,A61902045
Districte de Nou Barris,Serveis,22001474,2022,UNDERGROUND DEN XIII,2696.0,2022-05-05,2022-06-06,"TRANSIT PROJECTES, S.L.",B59489351
Districte de Sant Andreu,Serveis,22002155,2022,MODIFICACIO PUNTUAL PLA USOS C/GRAN S ANDREU,18029.0,2022-06-20,2022-12-31,TRESCIENTOSMILKILOMETROSPORSEG,B66941006
Gerència Persones i Desenv. Organitzatiu,Serveis,22001297,2022,"Formació en Org.sindical, habilitats lideratge",920.0,2022-04-28,2022-12-31,TRICERH CONSULT.ESTRATEGICA DE,B62329222
"Ger. Àrea Cultura, Educ., Ciència i Com.",Serveis,22001640,2022,Patis escoles bressol oberts,9680.0,2022-06-10,2022-07-31,"TRIVIUM GESTIÓN CULTURAL, S.L.",B63885925
Districte de l'Eixample,Serveis,22001633,2022,Redac.pla excavació-gestió terres Calàbria-C.Cent,1210.0,,,TUBKAL INGENIERIA S.L,B60897931
Districte de Sants-Montjuïc,Serveis,22001665,2022,Activitats educatives tinença responsable animals,11804.76,2022-05-25,2022-12-31,"UDOLS, ASSOC. BENESTAR GOS URB",G64484462
Districte de l'Eixample,Serveis,22002127,2022,Campanya de sensibilització àrees gossos Eixample,12229.47,,,"UDOLS, ASSOC. BENESTAR GOS URB",G64484462
Gerència de Recursos,Privat d'Administració Pública,22001301,2022,Subscripcions corporatives Mundo i Expansión 2022,15589.44,,,UNIDAD EDITORIAL S.A.,A79102331
Gerència d'Àrea de Seguretat i Prevenció,Serveis,22001551,2022,Postgrau en Detecció i Intervenció de la Violència,2780.0,,2022-12-31,UNIVERSITAT DE BARCELONA,Q0818001J
Gerència de Recursos,Serveis,22002093,2022,Dret reproducció 2 fotografies llibre Barcelona,72.6,,,UNIVERSITAT DE BARCELONA,Q0818001J
Districte de Ciutat Vella,Serveis,22001292,2022,Estudi de soroll al districte de Ciutat Vella,10890.0,2022-04-19,2022-09-30,UNIVERSITAT POLITECNICA DE CAT,Q0818003F
Gerència de Recursos,Serveis,22001555,2022,Treballs senyalització vínils ed. GR,6037.9,,,"VADEOFFICE, S.A.L.",A65313876
Gerència Municipal,Serveis,22001024,2022,Assistència itinerari ciclable litoral,8209.85,,,VAIC MOBILITY S.L.U.,B65956567
Districte de Gràcia,Serveis,22002230,2022,Disseny maquetació difusió Festa Major 2022,11495.0,2022-06-27,2022-08-21,VAINILLA BROSS SL,B65715930
Districte d' Horta-Guinardó,Subministraments,22000852,2022,Subministrament sanitaris portàtils,9994.6,2022-04-11,2022-12-31,VALLAS & TOILETS SLU,B12528543
Districte de Les Corts,Serveis,22001490,2022,Organització i execució d’activitats d’Inclusió,17303.0,2022-05-04,2022-12-31,VALORES&MARKETING SL,B60984838
Gerència de Recursos,Serveis,22001794,2022,Estudi medalles Ajuntament de Barcelona,9680.0,,,"VECLUS, S.L",B59371195
Gerència de Recursos,Serveis,22001331,2022,Geolocalització cartografia històrica,17666.0,,,"VECLUS, S.L",B59371195
Districte de Nou Barris,Serveis,22002241,2022,REDAC. ESTUDI HISTÒRIC-ARQUIT. TORRE LLOBETA,9680.0,2022-07-01,2022-11-01,"VECLUS, S.L",B59371195
Districte de Ciutat Vella,Serveis,22001278,2022,Servei suport secretaria tècnica FM Raval i CAntic,17424.0,2022-04-21,2022-08-21,VENTILADOR CULTURAL SL,B64325004
Districte de Nou Barris,Serveis,22001529,2022,SUBMINISTRE I INSTAL.LACIO ELEMENTS SEGURETAT EQUI,16722.22,2022-05-06,2022-07-11,VERTICAL CROSS S.L.,B64389257
Gerència d'Àrea de Seguretat i Prevenció,Subministraments,22001339,2022,Subminitrament polos submarinistes SPCPEIS,5980.43,2022-04-27,2022-12-31,VESTILAB CLEAN ROOM CONTROL SL,B65622821
